alpha,n_nonzero_coef,n_zero_coef,MAE,RMSE,MAPE,R2
1722.5859653987875,3,24,3238.3230194696757,4568.537024729748,13.102725507263111,0.48780445246597703
1889.6523396912116,3,24,3344.9036518796465,4697.56089566581,13.471261841428886,0.45846523989523624
2072.92177959537,3,24,3469.6682713122364,4848.684120106666,13.900888883782828,0.4230618140269725
2273.9657523579276,3,24,3617.2410208119413,5024.962244111643,14.406725542051078,0.38034906838402927
2494.5081352303164,4,23,3785.9068827782535,5227.9631112398565,14.982780511267258,0.3292718556827128
2736.4399970746717,4,23,3980.55862544213,5462.4249613929405,15.6458032242254,0.267761652781743
3001.835813575592,3,24,4207.078173046297,5729.835940658847,16.41798594947471,0.19431389183591918
3292.971255097148,2,25,4407.298788616893,5968.430125194401,17.103685170115753,0.1258182641535187
3612.3426997094302,1,26,4578.220272845042,6166.598352316456,17.705409030687804,0.06680409122645914
3962.6886387014783,1,26,4767.0463896098945,6380.614175600598,18.37052694331177,0.0009057262308623804
4347.013158125026,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
4768.611697714475,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
5231.099308056258,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
5738.441648302392,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
6294.988990221887,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
6905.513520162331,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
7575.25025877192,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
8309.941949353404,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
9115.888299750819,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
10000.0,0,27,4796.565655346168,6413.528000090232,18.474118423243475,-0.009428334811437455
